STNAME,CTYNAME,YEAR,POPULATION
Colorado,Adams County,2000,350961
Colorado,Alamosa County,2000,14964
Colorado,Arapahoe County,2000,491701
Colorado,Archuleta County,2000,10038
Colorado,Baca County,2000,4501
Colorado,Bent County,2000,5968
Colorado,Boulder County,2000,271669
Colorado,Broomfield County,2000,39563
Colorado,Chaffee County,2000,16315
Colorado,Cheyenne County,2000,2218
Colorado,Clear Creek County,2000,9310
Colorado,Conejos County,2000,8398
Colorado,Costilla County,2000,3668
Colorado,Crowley County,2000,5533
Colorado,Custer County,2000,3514
Colorado,Delta County,2000,27916
Colorado,Denver County,2000,556094
Colorado,Dolores County,2000,1846
Colorado,Douglas County,2000,180311
Colorado,Eagle County,2000,41987
Colorado,Elbert County,2000,20099
Colorado,El Paso County,2000,519463
Colorado,Fremont County,2000,46277
Colorado,Garfield County,2000,44259
Colorado,Gilpin County,2000,4816
Colorado,Grand County,2000,12490
Colorado,Gunnison County,2000,14006
Colorado,Hinsdale County,2000,790
Colorado,Huerfano County,2000,7823
Colorado,Jackson County,2000,1576
Colorado,Jefferson County,2000,526471
Colorado,Kiowa County,2000,1614
Colorado,Kit Carson County,2000,7978
Colorado,Lake County,2000,7832
Colorado,La Plata County,2000,44221
Colorado,Larimer County,2000,253152
Colorado,Las Animas County,2000,15276
Colorado,Lincoln County,2000,6064
Colorado,Logan County,2000,20647
Colorado,Mesa County,2000,117488
Colorado,Mineral County,2000,837
Colorado,Moffat County,2000,13166
Colorado,Montezuma County,2000,23863
Colorado,Montrose County,2000,33600
Colorado,Morgan County,2000,27256
Colorado,Otero County,2000,20248
Colorado,Ouray County,2000,3776
Colorado,Park County,2000,14696
Colorado,Phillips County,2000,4455
Colorado,Pitkin County,2000,14790
Colorado,Prowers County,2000,14444
Colorado,Pueblo County,2000,141839
Colorado,Rio Blanco County,2000,5979
Colorado,Rio Grande County,2000,12429
Colorado,Routt County,2000,19828
Colorado,Saguache County,2000,5978
Colorado,San Juan County,2000,559
Colorado,San Miguel County,2000,6616
Colorado,Sedgwick County,2000,2743
Colorado,Summit County,2000,23701
Colorado,Teller County,2000,20648
Colorado,Washington County,2000,4942
Colorado,Weld County,2000,183045
Colorado,Yuma County,2000,9815
Colorado,Adams County,2001,360348
Colorado,Alamosa County,2001,14991
Colorado,Arapahoe County,2001,502810
Colorado,Archuleta County,2001,10492
Colorado,Baca County,2001,4468
Colorado,Bent County,2001,5763
Colorado,Boulder County,2001,278981
Colorado,Broomfield County,2001,41436
Colorado,Chaffee County,2001,16388
Colorado,Cheyenne County,2001,2173
Colorado,Clear Creek County,2001,9400
Colorado,Conejos County,2001,8320
Colorado,Costilla County,2001,3576
Colorado,Crowley County,2001,5681
Colorado,Custer County,2001,3636
Colorado,Delta County,2001,28147
Colorado,Denver County,2001,564411
Colorado,Dolores County,2001,1835
Colorado,Douglas County,2001,197344
Colorado,Eagle County,2001,43381
Colorado,Elbert County,2001,21167
Colorado,El Paso County,2001,535549
Colorado,Fremont County,2001,46747
Colorado,Garfield County,2001,45579
Colorado,Gilpin County,2001,4833
Colorado,Grand County,2001,12645
Colorado,Gunnison County,2001,14194
Colorado,Hinsdale County,2001,815
Colorado,Huerfano County,2001,7869
Colorado,Jackson County,2001,1522
Colorado,Jefferson County,2001,529690
Colorado,Kiowa County,2001,1534
Colorado,Kit Carson County,2001,7974
Colorado,Lake County,2001,7839
Colorado,La Plata County,2001,45103
Colorado,Larimer County,2001,260746
Colorado,Las Animas County,2001,15119
Colorado,Lincoln County,2001,5866
Colorado,Logan County,2001,21271
Colorado,Mesa County,2001,119287
Colorado,Mineral County,2001,821
Colorado,Moffat County,2001,13145
Colorado,Montezuma County,2001,23707
Colorado,Montrose County,2001,34342
Colorado,Morgan County,2001,27281
Colorado,Otero County,2001,20008
Colorado,Ouray County,2001,3808
Colorado,Park County,2001,15346
Colorado,Phillips County,2001,4470
Colorado,Pitkin County,2001,14909
Colorado,Prowers County,2001,14251
Colorado,Pueblo County,2001,144130
Colorado,Rio Blanco County,2001,5846
Colorado,Rio Grande County,2001,12172
Colorado,Routt County,2001,20214
Colorado,Saguache County,2001,6155
Colorado,San Juan County,2001,567
Colorado,San Miguel County,2001,6885
Colorado,Sedgwick County,2001,2650
Colorado,Summit County,2001,24715
Colorado,Teller County,2001,21055
Colorado,Washington County,2001,4816
Colorado,Weld County,2001,193060
Colorado,Yuma County,2001,9785
Colorado,Adams County,2002,371781
Colorado,Alamosa County,2002,15168
Colorado,Arapahoe County,2002,509598
Colorado,Archuleta County,2002,10951
Colorado,Baca County,2002,4331
Colorado,Bent County,2002,5903
Colorado,Boulder County,2002,281941
Colorado,Broomfield County,2002,42522
Colorado,Chaffee County,2002,16668
Colorado,Cheyenne County,2002,2100
Colorado,Clear Creek County,2002,9492
Colorado,Conejos County,2002,8299
Colorado,Costilla County,2002,3557
Colorado,Crowley County,2002,5792
Colorado,Custer County,2002,3667
Colorado,Delta County,2002,28764
Colorado,Denver County,2002,561072
Colorado,Dolores County,2002,1842
Colorado,Douglas County,2002,210037
Colorado,Eagle County,2002,44477
Colorado,Elbert County,2002,21779
Colorado,El Paso County,2002,544815
Colorado,Fremont County,2002,47197
Colorado,Garfield County,2002,46793
Colorado,Gilpin County,2002,4859
Colorado,Grand County,2002,12959
Colorado,Gunnison County,2002,14314
Colorado,Hinsdale County,2002,797
Colorado,Huerfano County,2002,7921
Colorado,Jackson County,2002,1521
Colorado,Jefferson County,2002,529191
Colorado,Kiowa County,2002,1485
Colorado,Kit Carson County,2002,8203
Colorado,Lake County,2002,7819
Colorado,La Plata County,2002,45979
Colorado,Larimer County,2002,265659
Colorado,Las Animas County,2002,15443
Colorado,Lincoln County,2002,5857
Colorado,Logan County,2002,21229
Colorado,Mesa County,2002,122131
Colorado,Mineral County,2002,857
Colorado,Moffat County,2002,13304
Colorado,Montezuma County,2002,23943
Colorado,Montrose County,2002,35108
Colorado,Morgan County,2002,27499
Colorado,Otero County,2002,19673
Colorado,Ouray County,2002,3914
Colorado,Park County,2002,15919
Colorado,Phillips County,2002,4521
Colorado,Pitkin County,2002,14909
Colorado,Prowers County,2002,14170
Colorado,Pueblo County,2002,146735
Colorado,Rio Blanco County,2002,5909
Colorado,Rio Grande County,2002,12157
Colorado,Routt County,2002,20446
Colorado,Saguache County,2002,6442
Colorado,San Juan County,2002,568
Colorado,San Miguel County,2002,7156
Colorado,Sedgwick County,2002,2673
Colorado,Summit County,2002,24966
Colorado,Teller County,2002,21276
Colorado,Washington County,2002,4943
Colorado,Weld County,2002,203570
Colorado,Yuma County,2002,9694
Colorado,Adams County,2003,378785
Colorado,Alamosa County,2003,15125
Colorado,Arapahoe County,2003,514406
Colorado,Archuleta County,2003,11167
Colorado,Baca County,2003,4106
Colorado,Bent County,2003,6144
Colorado,Boulder County,2003,282126
Colorado,Broomfield County,2003,45098
Colorado,Chaffee County,2003,16678
Colorado,Cheyenne County,2003,1986
Colorado,Clear Creek County,2003,9335
Colorado,Conejos County,2003,8220
Colorado,Costilla County,2003,3522
Colorado,Crowley County,2003,5627
Colorado,Custer County,2003,3794
Colorado,Delta County,2003,28988
Colorado,Denver County,2003,558351
Colorado,Dolores County,2003,1802
Colorado,Douglas County,2003,221978
Colorado,Eagle County,2003,45312
Colorado,Elbert County,2003,21953
Colorado,El Paso County,2003,551129
Colorado,Fremont County,2003,47108
Colorado,Garfield County,2003,47388
Colorado,Gilpin County,2003,4867
Colorado,Grand County,2003,13017
Colorado,Gunnison County,2003,14254
Colorado,Hinsdale County,2003,777
Colorado,Huerfano County,2003,7934
Colorado,Jackson County,2003,1494
Colorado,Jefferson County,2003,526426
Colorado,Kiowa County,2003,1452
Colorado,Kit Carson County,2003,8072
Colorado,Lake County,2003,7691
Colorado,La Plata County,2003,46258
Colorado,Larimer County,2003,268671
Colorado,Las Animas County,2003,15720
Colorado,Lincoln County,2003,5786
Colorado,Logan County,2003,21286
Colorado,Mesa County,2003,124510
Colorado,Mineral County,2003,894
Colorado,Moffat County,2003,13245
Colorado,Montezuma County,2003,24239
Colorado,Montrose County,2003,35674
Colorado,Morgan County,2003,27634
Colorado,Otero County,2003,19546
Colorado,Ouray County,2003,3941
Colorado,Park County,2003,16242
Colorado,Phillips County,2003,4449
Colorado,Pitkin County,2003,14923
Colorado,Prowers County,2003,13992
Colorado,Pueblo County,2003,147931
Colorado,Rio Blanco County,2003,5859
Colorado,Rio Grande County,2003,12192
Colorado,Routt County,2003,20833
Colorado,Saguache County,2003,6590
Colorado,San Juan County,2003,572
Colorado,San Miguel County,2003,7121
Colorado,Sedgwick County,2003,2620
Colorado,Summit County,2003,25313
Colorado,Teller County,2003,21270
Colorado,Washington County,2003,4890
Colorado,Weld County,2003,210635
Colorado,Yuma County,2003,9827
Colorado,Adams County,2004,386663
Colorado,Alamosa County,2004,15293
Colorado,Arapahoe County,2004,519785
Colorado,Archuleta County,2004,11374
Colorado,Baca County,2004,4050
Colorado,Bent County,2004,6195
Colorado,Boulder County,2004,284815
Colorado,Broomfield County,2004,46591
Colorado,Chaffee County,2004,16725
Colorado,Cheyenne County,2004,1932
Colorado,Clear Creek County,2004,9048
Colorado,Conejos County,2004,8235
Colorado,Costilla County,2004,3497
Colorado,Crowley County,2004,5920
Colorado,Custer County,2004,3821
Colorado,Delta County,2004,29402
Colorado,Denver County,2004,558506
Colorado,Dolores County,2004,1797
Colorado,Douglas County,2004,234810
Colorado,Eagle County,2004,46317
Colorado,Elbert County,2004,22139
Colorado,El Paso County,2004,558680
Colorado,Fremont County,2004,46858
Colorado,Garfield County,2004,47881
Colorado,Gilpin County,2004,4861
Colorado,Grand County,2004,13186
Colorado,Gunnison County,2004,14315
Colorado,Hinsdale County,2004,809
Colorado,Huerfano County,2004,7714
Colorado,Jackson County,2004,1463
Colorado,Jefferson County,2004,522889
Colorado,Kiowa County,2004,1394
Colorado,Kit Carson County,2004,8098
Colorado,Lake County,2004,7697
Colorado,La Plata County,2004,46905
Colorado,Larimer County,2004,271830
Colorado,Las Animas County,2004,15588
Colorado,Lincoln County,2004,5612
Colorado,Logan County,2004,21122
Colorado,Mesa County,2004,127095
Colorado,Mineral County,2004,939
Colorado,Moffat County,2004,13335
Colorado,Montezuma County,2004,24429
Colorado,Montrose County,2004,36192
Colorado,Morgan County,2004,27607
Colorado,Otero County,2004,19389
Colorado,Ouray County,2004,4086
Colorado,Park County,2004,16420
Colorado,Phillips County,2004,4522
Colorado,Pitkin County,2004,14834
Colorado,Prowers County,2004,13784
Colorado,Pueblo County,2004,148578
Colorado,Rio Blanco County,2004,5918
Colorado,Rio Grande County,2004,12193
Colorado,Routt County,2004,21077
Colorado,Saguache County,2004,6798
Colorado,San Juan County,2004,580
Colorado,San Miguel County,2004,7115
Colorado,Sedgwick County,2004,2512
Colorado,Summit County,2004,25177
Colorado,Teller County,2004,21130
Colorado,Washington County,2004,4777
Colorado,Weld County,2004,217706
Colorado,Yuma County,2004,9671
Colorado,Adams County,2005,397463
Colorado,Alamosa County,2005,15317
Colorado,Arapahoe County,2005,525293
Colorado,Archuleta County,2005,11623
Colorado,Baca County,2005,3979
Colorado,Bent County,2005,6169
Colorado,Boulder County,2005,286545
Colorado,Broomfield County,2005,48490
Colorado,Chaffee County,2005,16710
Colorado,Cheyenne County,2005,1875
Colorado,Clear Creek County,2005,9011
Colorado,Conejos County,2005,8190
Colorado,Costilla County,2005,3370
Colorado,Crowley County,2005,5939
Colorado,Custer County,2005,3879
Colorado,Delta County,2005,29491
Colorado,Denver County,2005,561323
Colorado,Dolores County,2005,1803
Colorado,Douglas County,2005,246058
Colorado,Eagle County,2005,47719
Colorado,Elbert County,2005,22374
Colorado,El Paso County,2005,567103
Colorado,Fremont County,2005,46930
Colorado,Garfield County,2005,49177
Colorado,Gilpin County,2005,4939
Colorado,Grand County,2005,13114
Colorado,Gunnison County,2005,14403
Colorado,Hinsdale County,2005,792
Colorado,Huerfano County,2005,7763
Colorado,Jackson County,2005,1422
Colorado,Jefferson County,2005,522007
Colorado,Kiowa County,2005,1385
Colorado,Kit Carson County,2005,8010
Colorado,Lake County,2005,7653
Colorado,La Plata County,2005,47792
Colorado,Larimer County,2005,275477
Colorado,Las Animas County,2005,15608
Colorado,Lincoln County,2005,5471
Colorado,Logan County,2005,20849
Colorado,Mesa County,2005,129457
Colorado,Mineral County,2005,923
Colorado,Moffat County,2005,13122
Colorado,Montezuma County,2005,24468
Colorado,Montrose County,2005,37069
Colorado,Morgan County,2005,27567
Colorado,Otero County,2005,19184
Colorado,Ouray County,2005,4160
Colorado,Park County,2005,16560
Colorado,Phillips County,2005,4524
Colorado,Pitkin County,2005,14905
Colorado,Prowers County,2005,13684
Colorado,Pueblo County,2005,149677
Colorado,Rio Blanco County,2005,5832
Colorado,Rio Grande County,2005,12043
Colorado,Routt County,2005,21282
Colorado,Saguache County,2005,6822
Colorado,San Juan County,2005,565
Colorado,San Miguel County,2005,7193
Colorado,Sedgwick County,2005,2471
Colorado,Summit County,2005,25287
Colorado,Teller County,2005,21282
Colorado,Washington County,2005,4718
Colorado,Weld County,2005,225856
Colorado,Yuma County,2005,9613
Colorado,Adams County,2006,409532
Colorado,Alamosa County,2006,15288
Colorado,Arapahoe County,2006,532347
Colorado,Archuleta County,2006,12096
Colorado,Baca County,2006,3912
Colorado,Bent County,2006,6070
Colorado,Boulder County,2006,291449
Colorado,Broomfield County,2006,51454
Colorado,Chaffee County,2006,16626
Colorado,Cheyenne County,2006,1833
Colorado,Clear Creek County,2006,8869
Colorado,Conejos County,2006,8083
Colorado,Costilla County,2006,3341
Colorado,Crowley County,2006,6242
Colorado,Custer County,2006,3863
Colorado,Delta County,2006,29899
Colorado,Denver County,2006,568692
Colorado,Dolores County,2006,1892
Colorado,Douglas County,2006,259881
Colorado,Eagle County,2006,49112
Colorado,Elbert County,2006,22648
Colorado,El Paso County,2006,579710
Colorado,Fremont County,2006,47203
Colorado,Garfield County,2006,51111
Colorado,Gilpin County,2006,5034
Colorado,Grand County,2006,13373
Colorado,Gunnison County,2006,14656
Colorado,Hinsdale County,2006,816
Colorado,Huerfano County,2006,7774
Colorado,Jackson County,2006,1383
Colorado,Jefferson County,2006,524507
Colorado,Kiowa County,2006,1360
Colorado,Kit Carson County,2006,7948
Colorado,Lake County,2006,7666
Colorado,La Plata County,2006,48834
Colorado,Larimer County,2006,281215
Colorado,Las Animas County,2006,15725
Colorado,Lincoln County,2006,5329
Colorado,Logan County,2006,20895
Colorado,Mesa County,2006,133651
Colorado,Mineral County,2006,916
Colorado,Moffat County,2006,13298
Colorado,Montezuma County,2006,24907
Colorado,Montrose County,2006,38098
Colorado,Morgan County,2006,27639
Colorado,Otero County,2006,18967
Colorado,Ouray County,2006,4219
Colorado,Park County,2006,16656
Colorado,Phillips County,2006,4482
Colorado,Pitkin County,2006,14905
Colorado,Prowers County,2006,13370
Colorado,Pueblo County,2006,151814
Colorado,Rio Blanco County,2006,6033
Colorado,Rio Grande County,2006,11839
Colorado,Routt County,2006,21722
Colorado,Saguache County,2006,6842
Colorado,San Juan County,2006,574
Colorado,San Miguel County,2006,7186
Colorado,Sedgwick County,2006,2416
Colorado,Summit County,2006,25745
Colorado,Teller County,2006,21440
Colorado,Washington County,2006,4666
Colorado,Weld County,2006,234387
Colorado,Yuma County,2006,9604
Colorado,Adams County,2007,419607
Colorado,Alamosa County,2007,15297
Colorado,Arapahoe County,2007,543414
Colorado,Archuleta County,2007,12479
Colorado,Baca County,2007,3840
Colorado,Bent County,2007,5785
Colorado,Boulder County,2007,295691
Colorado,Broomfield County,2007,53664
Colorado,Chaffee County,2007,16858
Colorado,Cheyenne County,2007,1781
Colorado,Clear Creek County,2007,8933
Colorado,Conejos County,2007,8006
Colorado,Costilla County,2007,3303
Colorado,Crowley County,2007,6471
Colorado,Custer County,2007,3964
Colorado,Delta County,2007,30219
Colorado,Denver County,2007,578789
Colorado,Dolores County,2007,1889
Colorado,Douglas County,2007,271955
Colorado,Eagle County,2007,50568
Colorado,Elbert County,2007,22684
Colorado,El Paso County,2007,585518
Colorado,Fremont County,2007,47340
Colorado,Garfield County,2007,52965
Colorado,Gilpin County,2007,5070
Colorado,Grand County,2007,13575
Colorado,Gunnison County,2007,14988
Colorado,Hinsdale County,2007,834
Colorado,Huerfano County,2007,7705
Colorado,Jackson County,2007,1369
Colorado,Jefferson County,2007,528396
Colorado,Kiowa County,2007,1305
Colorado,Kit Carson County,2007,7871
Colorado,Lake County,2007,7854
Colorado,La Plata County,2007,49668
Colorado,Larimer County,2007,286927
Colorado,Las Animas County,2007,15815
Colorado,Lincoln County,2007,5247
Colorado,Logan County,2007,20908
Colorado,Mesa County,2007,138289
Colorado,Mineral County,2007,963
Colorado,Moffat County,2007,13555
Colorado,Montezuma County,2007,25108
Colorado,Montrose County,2007,39452
Colorado,Morgan County,2007,27552
Colorado,Otero County,2007,18706
Colorado,Ouray County,2007,4400
Colorado,Park County,2007,16964
Colorado,Phillips County,2007,4469
Colorado,Pitkin County,2007,15099
Colorado,Prowers County,2007,13006
Colorado,Pueblo County,2007,154348
Colorado,Rio Blanco County,2007,6198
Colorado,Rio Grande County,2007,11621
Colorado,Routt County,2007,22340
Colorado,Saguache County,2007,6864
Colorado,San Juan County,2007,574
Colorado,San Miguel County,2007,7459
Colorado,Sedgwick County,2007,2330
Colorado,Summit County,2007,26234
Colorado,Teller County,2007,21749
Colorado,Washington County,2007,4597
Colorado,Weld County,2007,242250
Colorado,Yuma County,2007,9580
Colorado,Adams County,2008,429597
Colorado,Alamosa County,2008,15441
Colorado,Arapahoe County,2008,554372
Colorado,Archuleta County,2008,12497
Colorado,Baca County,2008,3782
Colorado,Bent County,2008,6058
Colorado,Boulder County,2008,300452
Colorado,Broomfield County,2008,54813
Colorado,Chaffee County,2008,17000
Colorado,Cheyenne County,2008,1779
Colorado,Clear Creek County,2008,8910
Colorado,Conejos County,2008,7980
Colorado,Costilla County,2008,3246
Colorado,Crowley County,2008,6498
Colorado,Custer County,2008,3944
Colorado,Delta County,2008,30834
Colorado,Denver County,2008,593086
Colorado,Dolores County,2008,1954
Colorado,Douglas County,2008,281138
Colorado,Eagle County,2008,52019
Colorado,Elbert County,2008,22938
Colorado,El Paso County,2008,595359
Colorado,Fremont County,2008,47677
Colorado,Garfield County,2008,54838
Colorado,Gilpin County,2008,5238
Colorado,Grand County,2008,13775
Colorado,Gunnison County,2008,15222
Colorado,Hinsdale County,2008,818
Colorado,Huerfano County,2008,7765
Colorado,Jackson County,2008,1340
Colorado,Jefferson County,2008,533295
Colorado,Kiowa County,2008,1272
Colorado,Kit Carson County,2008,8128
Colorado,Lake County,2008,7999
Colorado,La Plata County,2008,50633
Colorado,Larimer County,2008,292889
Colorado,Las Animas County,2008,15901
Colorado,Lincoln County,2008,5208
Colorado,Logan County,2008,20718
Colorado,Mesa County,2008,141905
Colorado,Mineral County,2008,950
Colorado,Moffat County,2008,13822
Colorado,Montezuma County,2008,25150
Colorado,Montrose County,2008,40484
Colorado,Morgan County,2008,27540
Colorado,Otero County,2008,18639
Colorado,Ouray County,2008,4588
Colorado,Park County,2008,16997
Colorado,Phillips County,2008,4448
Colorado,Pitkin County,2008,15616
Colorado,Prowers County,2008,12989
Colorado,Pueblo County,2008,156009
Colorado,Rio Blanco County,2008,6318
Colorado,Rio Grande County,2008,11632
Colorado,Routt County,2008,22965
Colorado,Saguache County,2008,7018
Colorado,San Juan County,2008,571
Colorado,San Miguel County,2008,7527
Colorado,Sedgwick County,2008,2348
Colorado,Summit County,2008,26724
Colorado,Teller County,2008,21616
Colorado,Washington County,2008,4472
Colorado,Weld County,2008,248852
Colorado,Yuma County,2008,9620
Colorado,Adams County,2009,440994
Colorado,Alamosa County,2009,15424
Colorado,Arapahoe County,2009,565360
Colorado,Archuleta County,2009,12430
Colorado,Baca County,2009,3723
Colorado,Bent County,2009,6560
Colorado,Boulder County,2009,303482
Colorado,Broomfield County,2009,55990
Colorado,Chaffee County,2009,17156
Colorado,Cheyenne County,2009,1746
Colorado,Clear Creek County,2009,8706
Colorado,Conejos County,2009,7844
Colorado,Costilla County,2009,3148
Colorado,Crowley County,2009,6403
Colorado,Custer County,2009,4000
Colorado,Delta County,2009,31322
Colorado,Denver County,2009,610345
Colorado,Dolores County,2009,1940
Colorado,Douglas County,2009,288225
Colorado,Eagle County,2009,53653
Colorado,Elbert County,2009,23287
Colorado,El Paso County,2009,604542
Colorado,Fremont County,2009,47815
Colorado,Garfield County,2009,56298
Colorado,Gilpin County,2009,5604
Colorado,Grand County,2009,13911
Colorado,Gunnison County,2009,15350
Colorado,Hinsdale County,2009,821
Colorado,Huerfano County,2009,7558
Colorado,Jackson County,2009,1369
Colorado,Jefferson County,2009,536922
Colorado,Kiowa County,2009,1238
Colorado,Kit Carson County,2009,8402
Colorado,Lake County,2009,8046
Colorado,La Plata County,2009,51464
Colorado,Larimer County,2009,298382
Colorado,Las Animas County,2009,16020
Colorado,Lincoln County,2009,5169
Colorado,Logan County,2009,20772
Colorado,Mesa County,2009,146093
Colorado,Mineral County,2009,912
Colorado,Moffat County,2009,13980
Colorado,Montezuma County,2009,25368
Colorado,Montrose County,2009,41412
Colorado,Morgan County,2009,27850
Colorado,Otero County,2009,18670
Colorado,Ouray County,2009,4602
Colorado,Park County,2009,16762
Colorado,Phillips County,2009,4472
Colorado,Pitkin County,2009,16043
Colorado,Prowers County,2009,12982
Colorado,Pueblo County,2009,157224
Colorado,Rio Blanco County,2009,6534
Colorado,Rio Grande County,2009,11581
Colorado,Routt County,2009,23469
Colorado,Saguache County,2009,7097
Colorado,San Juan County,2009,555
Colorado,San Miguel County,2009,7558
Colorado,Sedgwick County,2009,2326
Colorado,Summit County,2009,27239
Colorado,Teller County,2009,21685
Colorado,Washington County,2009,4420
Colorado,Weld County,2009,254759
Colorado,Yuma County,2009,9734
Colorado,Adams County,2010,443692
Colorado,Alamosa County,2010,15515
Colorado,Arapahoe County,2010,575124
Colorado,Archuleta County,2010,12048
Colorado,Baca County,2010,3807
Colorado,Bent County,2010,6500
Colorado,Boulder County,2010,295056
Colorado,Broomfield County,2010,56212
Colorado,Chaffee County,2010,17808
Colorado,Cheyenne County,2010,1833
Colorado,Clear Creek County,2010,9084
Colorado,Conejos County,2010,8312
Colorado,Costilla County,2010,3529
Colorado,Crowley County,2010,5859
Colorado,Custer County,2010,4278
Colorado,Delta County,2010,30858
Colorado,Denver County,2010,603012
Colorado,Dolores County,2010,2069
Colorado,Douglas County,2010,287011
Colorado,Eagle County,2010,52098
Colorado,Elbert County,2010,23137
Colorado,El Paso County,2010,627088
Colorado,Fremont County,2010,46834
Colorado,Garfield County,2010,56072
Colorado,Gilpin County,2010,5471
Colorado,Grand County,2010,14795
Colorado,Gunnison County,2010,15290
Colorado,Hinsdale County,2010,844
Colorado,Huerfano County,2010,6681
Colorado,Jackson County,2010,1388
Colorado,Jefferson County,2010,535567
Colorado,Kiowa County,2010,1404
Colorado,Kit Carson County,2010,8271
Colorado,Lake County,2010,7263
Colorado,La Plata County,2010,51416
Colorado,Larimer County,2010,300453
Colorado,Las Animas County,2010,15422
Colorado,Lincoln County,2010,5471
Colorado,Logan County,2010,22749
Colorado,Mesa County,2010,146266
Colorado,Mineral County,2010,704
Colorado,Moffat County,2010,13795
Colorado,Montezuma County,2010,25576
Colorado,Montrose County,2010,41182
Colorado,Morgan County,2010,28243
Colorado,Otero County,2010,18857
Colorado,Ouray County,2010,4457
Colorado,Park County,2010,16278
Colorado,Phillips County,2010,4471
Colorado,Pitkin County,2010,17156
Colorado,Prowers County,2010,12546
Colorado,Pueblo County,2010,159401
Colorado,Rio Blanco County,2010,6623
Colorado,Rio Grande County,2010,12022
Colorado,Routt County,2010,23434
Colorado,Saguache County,2010,6135
Colorado,San Juan County,2010,708
Colorado,San Miguel County,2010,7358
Colorado,Sedgwick County,2010,2371
Colorado,Summit County,2010,28075
Colorado,Teller County,2010,23474
Colorado,Washington County,2010,4808
Colorado,Weld County,2010,254224
Colorado,Yuma County,2010,10054
Colorado,Adams County,2011,452209
Colorado,Alamosa County,2011,15715
Colorado,Arapahoe County,2011,586433
Colorado,Archuleta County,2011,12027
Colorado,Baca County,2011,3779
Colorado,Bent County,2011,6424
Colorado,Boulder County,2011,300045
Colorado,Broomfield County,2011,57485
Colorado,Chaffee County,2011,18035
Colorado,Cheyenne County,2011,1863
Colorado,Clear Creek County,2011,9012
Colorado,Conejos County,2011,8291
Colorado,Costilla County,2011,3640
Colorado,Crowley County,2011,5884
Colorado,Custer County,2011,4224
Colorado,Delta County,2011,30398
Colorado,Denver County,2011,620250
Colorado,Dolores County,2011,2044
Colorado,Douglas County,2011,292626
Colorado,Eagle County,2011,52048
Colorado,Elbert County,2011,23175
Colorado,El Paso County,2011,637376
Colorado,Fremont County,2011,47393
Colorado,Garfield County,2011,56049
Colorado,Gilpin County,2011,5429
Colorado,Grand County,2011,14564
Colorado,Gunnison County,2011,15267
Colorado,Hinsdale County,2011,825
Colorado,Huerfano County,2011,6527
Colorado,Jackson County,2011,1357
Colorado,Jefferson County,2011,540582
Colorado,Kiowa County,2011,1432
Colorado,Kit Carson County,2011,8183
Colorado,Lake County,2011,7344
Colorado,La Plata County,2011,51886
Colorado,Larimer County,2011,305320
Colorado,Las Animas County,2011,15054
Colorado,Lincoln County,2011,5420
Colorado,Logan County,2011,22577
Colorado,Mesa County,2011,147205
Colorado,Mineral County,2011,711
Colorado,Moffat County,2011,13424
Colorado,Montezuma County,2011,25489
Colorado,Montrose County,2011,40980
Colorado,Morgan County,2011,28450
Colorado,Otero County,2011,18837
Colorado,Ouray County,2011,4424
Colorado,Park County,2011,16060
Colorado,Phillips County,2011,4402
Colorado,Pitkin County,2011,17177
Colorado,Prowers County,2011,12500
Colorado,Pueblo County,2011,160208
Colorado,Rio Blanco County,2011,6751
Colorado,Rio Grande County,2011,11914
Colorado,Routt County,2011,23256
Colorado,Saguache County,2011,6187
Colorado,San Juan County,2011,690
Colorado,San Miguel County,2011,7491
Colorado,Sedgwick County,2011,2371
Colorado,Summit County,2011,28048
Colorado,Teller County,2011,23378
Colorado,Washington County,2011,4750
Colorado,Weld County,2011,258867
Colorado,Yuma County,2011,10138
Colorado,Adams County,2012,460568
Colorado,Alamosa County,2012,15685
Colorado,Arapahoe County,2012,597052
Colorado,Archuleta County,2012,12141
Colorado,Baca County,2012,3722
Colorado,Bent County,2012,5850
Colorado,Boulder County,2012,304717
Colorado,Broomfield County,2012,58971
Colorado,Chaffee County,2012,18164
Colorado,Cheyenne County,2012,1871
Colorado,Clear Creek County,2012,9017
Colorado,Conejos County,2012,8248
Colorado,Costilla County,2012,3601
Colorado,Crowley County,2012,5468
Colorado,Custer County,2012,4217
Colorado,Delta County,2012,30473
Colorado,Denver County,2012,634965
Colorado,Dolores County,2012,2009
Colorado,Douglas County,2012,298826
Colorado,Eagle County,2012,52330
Colorado,Elbert County,2012,23276
Colorado,El Paso County,2012,645900
Colorado,Fremont County,2012,47072
Colorado,Garfield County,2012,56765
Colorado,Gilpin County,2012,5432
Colorado,Grand County,2012,14227
Colorado,Gunnison County,2012,15390
Colorado,Hinsdale County,2012,802
Colorado,Huerfano County,2012,6567
Colorado,Jackson County,2012,1325
Colorado,Jefferson County,2012,546736
Colorado,Kiowa County,2012,1410
Colorado,Kit Carson County,2012,8088
Colorado,Lake County,2012,7259
Colorado,La Plata County,2012,52489
Colorado,Larimer County,2012,310983
Colorado,Las Animas County,2012,14996
Colorado,Lincoln County,2012,5441
Colorado,Logan County,2012,22360
Colorado,Mesa County,2012,147360
Colorado,Mineral County,2012,719
Colorado,Moffat County,2012,13172
Colorado,Montezuma County,2012,25497
Colorado,Montrose County,2012,40675
Colorado,Morgan County,2012,28243
